page.iht.application.exemptions.deceasedName.title	{0}’s estate exemptions	Eithriadau ystâd {0}	English not updated. Welsh updated.
page.iht.application.charity.add.registerednumber.helptext.contents2	Enter the charity’s name and you will be provided with its registered number.	Nodwch enw'r elusen ac fe gewch ei rhif cofrestredig.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.detailsOverview.name.screenreader.link.noValue	Give the charity name	Rhowch enw'r elusen	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.screenReader.link.value	Change this value for assets left to another qualifying body	Newidiwch y swm hwn ar gyfer asedion a adawyd i gorff cymwys arall	English not updated. Welsh updated.
page.iht.application.exemptions.charityDelete.browserTitle	Delete charity	Dileu elusen	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.howFindOutQualifies	How to find out if another body qualifies	Sut i gael gwybod a yw corff arall yn gymwys	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.assetsLeftToCharities.title	Assets left to charities	Asedion a adawyd i elusennau	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.screenReader.link.value	Change the value for assets left to other qualifying bodies	Newidiwch y swm ar gyfer asedion a adawyd i gyrff cymwys eraill	English not updated. Welsh updated.
page.iht.application.exemptions.charityNumber.p1	You can find the registered charity number by	Cewch hyd i rif yr elusen gofrestredig drwy	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.content2	If you do not want to claim any estate exemptions,	Os nad ydych am wneud cais am eithriadau'r ystâd,	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBody.name.browserTitle	Body name	Enw'r corff	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.detailsOverview.value.link.screenreader.noValue	Give value of assets received by the qualifying body	Rhowch swm yr asedion a gafwyd gan y corff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.partner.dateOfBirth	Date of birth of spouse or civil partner	Dyddiad geni'r priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.qualifyingbodies.delete.screenReader	Delete {0} (qualifying body {1}) from your list of qualifying bodies	Dilëwch {0} (corff cymwys {1}) o'ch rhestr o gyrff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.screenReader.link.value	Change the answer for assets left to a spouse or civil partner	Newidiwch yr ateb ar gyfer asedion a adawyd i briod neu bartner sifil	English not updated. Welsh updated.
page.iht.application.qualifyingbodies.add.title	Assets left to another qualifying body	Asedion a adawyd i gorff cymwys arall	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.registeredCharityNo	Registered charity number	Rhif elusen gofrestredig	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.increasing.threshold.title	The estate value is above the Inheritance Tax threshold	Mae gwerth yr ystâd yn uwch na'r trothwy Treth Etifeddiant	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.assetsLeftToQualifyingBodyNotCharities	These are all of the assets being left to a qualifying body. These will not be charities that have a registered charity number.	Dyma'r holl asedion sy'n cael eu gadael i gorff cymwys. Ni fydd y rhain yn elusennau sydd â rhif elusen gofrestredig.	English not updated. Welsh updated.
iht.estateReport.exemptions.guidance.claimingEstateExemptions	Claiming estate exemptions	Gwneud cais am eithriadau'r ystâd	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.screenReader.value	Value of assets left to another qualifying body is £{0}	Swm yr asedion a adawyd i gorff cymwys arall yw £{0}	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.screenReader.link.moreDetail	Give more details for assets left to other qualifying bodies	Rhowch ragor o fanylion ar gyfer asedion a adawyd i gyrff cymwys eraill	English not updated. Welsh updated.
page.iht.application.exemptions.total	Total value of assets taken away from the estate value	Cyfanswm gwerth yr asedion a ddidynnwyd o werth yr ystâd	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.assetsLeftForPartner.screenreader.link.value	Change the answer for did {0} leave anything to their spouse or civil partner	Newidiwch yr ateb ar gyfer a adawodd {0} unrhyw beth i'w briod neu bartner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.screenReader.link.noValue	Give an answer for assets left to other qualifying bodies	Rhowch ateb ar gyfer asedion a adawyd i gyrff cymwys eraill	English not updated. Welsh updated.
page.iht.application.exemptions.charityOverview.questionLabel.screenreader.link.value	Change the answer for did {0} leave any assets to a charity	Newidiwch yr ateb ar gyfer a adawodd {0} unrhyw asedion i elusen	English not updated. Welsh updated.
iht.valueOfExemptions	Value of exemptions	Gwerth yr eithriadau	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.question1	Were any assets left to another qualifying body?	A adawyd unrhyw asedion i gorff cymwys arall?	English not updated. Welsh updated.
page.iht.application.exemptions.deleteCharity.screenReader	The name of the charity you may delete is {0} and it is registered charity number is {1}	Enw'r elusen y gallwch ei dileu yw {0} a'i rhif elusen gofrestredig yw {1}	English not updated. Welsh updated.
page.iht.application.charity.add.registerednumber.helptext.contents1	You can find the registered charity number by searching	Cewch hyd i rif yr elusen gofrestredig drwy chwilio	English not updated. Welsh updated.
page.iht.application.exemptions.title	estate exemptions	eithriadau ystâd	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToCharity.addCharity	Add a charity	Ychwanegwch elusen	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.name.screenreader.link.value	Change the name of the spouse or civil partner	Newidiwch enw'r priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.partner.dateOfBirth.browserTitle	Partner’s date of birth	Dyddiad geni'r partner	English not updated. Welsh updated.
page.iht.application.exemptions.charityValue.sectionTitle	Total value of all assets left to the charity	Cyfanswm yr holl asedion a adawyd i'r elusen	English not updated. Welsh updated.
page.iht.application.exemptions.charityValue.browserTitle	Value of assets left to charity	Swm yr asedion a adawyd i elusen	English not updated. Welsh updated.
page.iht.application.exemptions.partner.totalAssets.label	Total value of all assets left to spouse or civil partner	Cyfanswm yr holl asedion a adawyd i'r priod neu'r partner sifil	English not updated. Welsh updated.
pdf.exemption.spouse	Spouse or civil partner	Priod neu bartner sifil	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.assetsLeftToQualifyingBodies.title	Assets left to other qualifying bodies	Asedion a adawsyd i gyrff cymwys eraill	English not updated. Welsh updated.
page.iht.application.exemptions.partner.name.firstName.label	First name of spouse or civil partner	Enw cyntaf y priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.content1	You only need to claim estate exemptions if the estate value is over the Inheritance Tax threshold. If you do not know the estate value, it is recommended to only complete the assets, gifts and debts sections before you claim any exemptions.	Does dim ond angen i chi wneud cais am eithriadau'r ystâd os yw gwerth yr ystâd yn uwch na'r trothwy Treth Etifeddiant. Os nad ydych yn gwybod beth yw gwerth yr ystâd, fe argymhellir y dylid ond llenwi'r adrannau asedion, rhoddion a dyledion cyn i chi wneud cais am unrhyw eithriadau.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.detailsOverview.value.screenreader.link.noValue	Give the total value of assets the charity received	Rhowch gyfanswm yr asedion a gafodd yr elusen	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.screenReader.noValue	You have not given a value for assets left to charities	Nid ydych wedi rhoi swm ar gyfer asedion a adawyd i elusennau	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.content3	Some assets might be exempt from Inheritance Tax if they are being passed to a spouse or civil partner, a charity or to another qualifying body.	Mae'n bosibl y bydd rhai asedion wedi'u heithrio rhag Treth Etifeddiant os ydynt yn cael eu trosglwyddo i briod neu bartner sifil, elusen neu i gorff cymwys arall.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.screenReader.total	The total value of estate exemptions which are taken away from the estate value is £{0}	Cyfanswm eithriadau'r ystâd a ddidynnwyd o werth yr ystâd yw £{0}	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBody.name.sectionTitle	What is the qualifying body’s name?	Beth yw enw'r corff cymwys?	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToCharity.p1	These are all of the assets being left to a charity. The charity must have a registered charity number if they are based in the UK.	Dyma'r holl asedion sy'n cael eu gadael i elusen. Mae'n rhaid bod gan yr elusen rif elusen gofrestredig os yw wedi ei lleoli yn y DU.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.name.screenreader.link.noValue	Give the name of the spouse or civil partner	Rhowch enw'r priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.homeInUK.screenreader.link.noValue	Give answer for is the spouse’s or civil partner’s permanent home in the UK	Rhowch ateb ar gyfer a yw cartref parhaol y priod neu'r partner sifil yn y DU	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.totalValueOfAssetsCharityReceived	Total value of assets the charity received	Cyfanswm yr asedion a gafodd yr elusen	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.nino.screenreader.link.value	Change the National Insurance number for the spouse or civil partner	Newidiwch rif Yswiriant Gwladol y priod neu'r partner sifil	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.returnToAssetsLeftToQualifyingBodies	Return to assets left to other qualifying bodies	Yn ôl i asedion a adawyd i gyrff cymwys eraill	English not updated. Welsh updated.
iht.estateReport.exemptions.spouse.assetLeftToSpouse.question	Did {0} leave any assets to their spouse or civil partner?	A adawodd {0} unrhyw asedion i'w briod neu bartner sifil?	English not updated. Welsh updated.
page.iht.application.exemptions.assetsLeftToQualifyingBody.help.contents	You should check with the body. They will be able to tell you if assets they receive will be an Inheritance Tax exemption.	Dylech wirio hyn gyda'r corff. Gall roi gwybod i chi a fydd yr asedion y mae'n eu cael wedi eu heithrio rhag Treth Etifeddiant.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.detailsOverview.title	Add a UK charity	Ychwanegwch elusen yn y DU	English not updated. Welsh updated.
page.iht.application.exemptions.assetsLeftToQualifyingBody.p1	These are all of the assets being left to a qualifying body.	Dyma'r holl asedion sy'n cael eu gadael i gorff cymwys.	English not updated. Welsh updated.
page.iht.application.exemptions.partner.name.lastName.label	Last name of spouse or civil partner	Enw olaf y priod neu'r partner sifil	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.confirmDeleteQualifyingBody	Confirm that you want to delete this qualifying body	Cadarnhewch eich bod am ddileu'r corff cymwys	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.returnToAddACharity	Return to add a charity	Yn ôl i ychwanegu elusen	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.detailsOverview.name.link.screenreader.noValue	Give the name of the qualifying body	Rhowch enw'r corff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBody.value.browserTitle	Value of assets left to body	Swm yr asedion a adawyd i'r corff	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.question1.hint	You should add each individual body that received assets and tell us the total value of what they received.	Dylech ychwanegu bob corff unigol a gafodd asedion a rhoi gwybod i ni beth yw cyfanswm yr hyn a gawsant.	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.increasing.threshold.link.text	Go to estate exemptions	Ewch i eithriadau'r ystâd	English not updated. Welsh updated.
page.iht.application.return.to.exemptionsOf	Return to {0}’s estate exemptions	Yn ôl i eithriadau ystâd {0}	English not updated. Welsh updated.
iht.estateReport.exemptions.title	Estate exemptions	Eithriadau'r ystâd	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.assetsLeftToACharity.title	Assets left to a charity	Asedion a adawyd i elusen	English not updated. Welsh updated.
pdf.exemption.otherQualifyingBodies	Other qualifying bodies	Cyrff cymwys eraill	English not updated. Welsh updated.
page.iht.application.exemptions.charityDelete.sectionTitle	Confirm that you want to delete this charity	Cadarnhewch eich bod am ddileu'r elusen hon	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.screenReader.link.noValue	Give a value for assets left to another qualifying body	Rhowch swm ar gyfer asedion a adawyd i gorff cymwys arall	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.screenReader.link.value	Change the value for assets left to charities	Newidiwch y swm ar gyfer asedion a adawyd i elusennau	English not updated. Welsh updated.
pdf.totalexemptions.text	Total Exemptions		English updated. Welsh blanked.
page.iht.application.exemptions.overview.qualifyingBody.detailsOverview.value.link.screenreader.value	Change the value of assets received by the qualifying body	Newidiwch swm yr asedion a gafwyd gan y corff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.charityNumber.linkText	searching the charity register	chwilio'r gofrestr elusennau	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.screenReader.noValue	No value given for assets left to another qualifying body	Ni roddwyd swm ar gyfer asedion a adawyd i gorff cymwys arall	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.detailsOverview.browserTitle	Add charity	Ychwanegwch elusen	English not updated. Welsh updated.
page.iht.application.exemptions.partner.nino.sectionTitle	What is the spouse’s or civil partner’s National Insurance number?	Beth yw rhif Yswiriant Gwladol y priod neu'r partner sifil?	English not updated. Welsh updated.
page.iht.application.charity.name.screenReader	The name of this charity is {0}	Enw'r elusen hon yw {0}	English not updated. Welsh updated.
iht.estateReport.exemptions.partner.homeInUK.question	Is the spouse’s or civil partner’s permanent home in the UK?	A yw cartref parhaol y priod neu'r partner sifil yn y DU?	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.charityName.title	Charity name	Enw'r elusen	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.screenReader.link.moreDetail	Give more details for assets left to charities	Rhowch ragor o fanylion ar gyfer asedion a adawyd i elusennau	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.homeInUK.screenreader.link.value	Change the answer for is the spouse’s or civil partner’s permanent home in the UK	Newidiwch yr ateb ar gyfer a yw cartref parhaol y priod neu'r partner sifil yn y DU	English not updated. Welsh updated.
iht.estateReport.exemptions.partner.assetsLeftToSpouse.title	Assets left to a spouse or civil partner	Asedion a adawyd i'r priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.guidance1	These are assets that are exempt from Inheritance Tax and deducted from the value of the estate.	Mae'r rhain yn asedion sydd wedi eu heithrio rhag Treth Etifeddiant ac wedi'u didynnu o werth yr ystâd.	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBodyOverview.lede	These are all of the assets being left to a qualifying body. These will not be charities that have a registered qualifying body number.	Dyma'r holl asedion sy'n cael eu gadael i gorff cymwys. Ni fydd y rhain yn elusennau sydd â rhif corff cymwys cofrestredig.	English not updated. Welsh updated.
page.iht.application.charity.add.name	Name of charity	Enw'r elusen	English not updated. Welsh updated.
page.iht.application.exemptions.partner.totalAssets.browserTitle	Value of assets left to partner	Swm yr asedion a adawyd i'r partner	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.assetsLeftToQualifyingBody.p3	Other qualifying bodies could include a community amateur sports club or charities outside of the UK.	Gallai cyrff cymwys eraill gynnwys clwb chwaraeon amatur cymunedol neu elusennau y tu allan i'r DU.	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.sectionTitle	Assets left to another qualifying bodies	Asedion a adawyd i gyrff cymwys eraill	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBodyOverview.question.screenreader.link	Change the answer to did {0} leave anything to a qualifying body	Newidiwch yr ateb ar gyfer a adawodd {0} unrhyw beth i gorff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBody.value.sectionTitle	Total value of all assets left to the qualifying body	Cyfanswm yr holl asedion a adawyd i'r corff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.detailsOverview.number.screenreader.link.value	Change the registered charity number	Newidiwch rif yr elusen gofrestredig	English not updated. Welsh updated.
page.iht.application.exemptions.assetsLeftToQualifyingBody.sectionTitle	Did {0} leave any assets to another qualifying body?	A adawodd {0} unrhyw asedion i gorff cymwys arall?	English not updated. Welsh updated.
page.iht.application.exemptions.partner.nino	National Insurance number of spouse or civil partner	Rhif Yswiriant Gwladol y priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.detailsOverview.name.link.screenreader.value	Change the qualifying body name	Newidiwch enw'r corff cymwys	English not updated. Welsh updated.
page.iht.application.qualifyingbodies.edit.screenReader	Change any of the details you have given for {0} (qualifying body {1})	Newidiwch unrhyw fanylion a roddwyd gennych ar gyfer {0} (corff cymwys {1})	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.content4	The estate value could become less than the Inheritance Tax threshold by claiming these exemptions.	Gallai gwerth yr ystâd ddisgyn yn is na'r trothwy Treth Etifeddiant drwy wneud cais am yr eithriadau hyn.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.assetsLeftForPartner.screenreader.link.noValue	Give answer for did {0} leave anything to their spouse or civil partner	Rhowch ateb ar gyfer a adawodd {0} unrhyw beth i'w briod neu bartner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToCharity.question1.hint	You should add each individual charity that received assets and tell us the total value of what they received.	Dylech ychwanegu bob elusen unigol a gafodd asedion a rhoi gwybod i ni beth yw cyfanswm yr hyn a gawsant.	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.assetLeftToCharity.question	Did {0} leave any assets to a charity?	A adawodd {0} unrhyw asedion i elusen?	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.description.p2	Other qualifying bodies might be a museum or a community amateur sports club.	Mae'n bosibl i gyrff cymwys eraill fod yn amgueddfa neu glwb chwaraeon amatur cymunedol.	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.nino.title	National Insurance number of the spouse or civil partner	Rhif Yswiriant Gwladol y priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.deleteGNCP.screenReader	The name of the qualifying body you may wish to delete is {0}	Enw'r corff cymwys y mae'n bosibl y byddwch am ei ddileu yw {0}	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.charityNo.question	What is the registered charity number?	Beth yw rhif yr elusen gofrestredig?	English not updated. Welsh updated.
page.iht.application.exemptions.assetsLeftToQualifyingBody.p2	These are not charities with a registered charity number.	Nid yw'r rhain yn elusennau sydd â rhif elusen gofrestredig.	English not updated. Welsh updated.
page.iht.application.qualifyingbodies.name.screenReader	The name of this qualifying body is {0}	Enw'r corff cymwys hwn yw {0}	English not updated. Welsh updated.
page.iht.application.exemptions.guidance.increasing.threshold.p2	Some of the deceased’s assets can be claimed as an exemption if they are being passed to a spouse or civil partner, a charity or to another qualifying body.	Gellir gwneud cais am eithriad ar gyfer rhai o asedion yr ymadawedig os ydynt yn cael eu trosglwyddo i briod neu bartner sifil, elusen neu i gorff cymwys arall.	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToGncp.sectionName	asset-left-to-gncp	asedion-a-adawyd-i-gncp	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBodyOverviewTable.header	Qualifying bodies	Cyrff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.partner.nino.browserTitle	Partner’s National Insurance number	Rhif Yswiriant Gwladol y partner	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.screenReader.link.noValue	Give an answer for assets left to charities	Rhowch ateb ar gyfer asedion a adawyd i elusennau	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.dob.title	Date of birth of the spouse or civil partner	Dyddiad geni'r priod neu'r partner sifil	English not updated. Welsh updated.
iht.estateReport.assets.qualifyingBodyAdd	Add a qualifying body	Ychwanegwch gorff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBodyDelete.browserTitle	Delete qualifying body	Dilëwch gorff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.nino.screenreader.link.noValue	Give the National Insurance number of the spouse or civil partner	Rhowch rif Yswiriant Gwladol y priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.deceasedName.subtitle	{0}’s estate return	Ffurflen Dreth ystâd {0}	English not updated. Welsh updated.
iht.estateReport.exemptions.charities.returnToAssetsLeftToCharities	Return to assets left to charities	Yn ôl i asedion a adawyd i elusennau	English not updated. Welsh updated.
iht.estateReport.exemptions.guidance.provideAssetsDetails	You will need to provide details of these assets in the estate exemptions section. You can save your progress and return to it at any time through the estate overview page.	Bydd rhaid i chi roi manylion yr asedion hyn yn yr adran ynghylch eithriadau'r ystâd. Gallwch gadw'r manylion yr ydych wedi eu nodi a dychwelyd iddynt ar unrhyw adeg drwy'r dudalen drosolwg ar gyfer yr ystâd.	English not updated. Welsh updated.
page.iht.application.exemptions.partnerPermanentHome.browserTitle	Partner’s residence	Preswylfa'r partner	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToCharity.sectionName	asset-left-to-charity	asedion-a-adawyd-i-elusen	English not updated. Welsh updated.
page.iht.application.exemptions.partner.name.title	What is the spouse’s or civil partner’s name?	Beth yw enw'r priod neu'r partner sifil?	English not updated. Welsh updated.
page.iht.application.exemptions.charityOverview.noCharities.text	You have not added any charities to this estate.	Nid ydych wedi ychwanegu unrhyw elusennau i'r ystâd hon.	English not updated. Welsh updated.
page.iht.application.exemptions.charityNumber.p2	on the Charity Commission website	ar wefan y Comisiwn Elusennau	English not updated. Welsh updated.
page.iht.application.charity.number.screenReader	The name of the charity is {0} and it is registered number is {1}	Enw'r elusen yw {0} a'i rhif cofrestredig yw {1}	English not updated. Welsh updated.
page.iht.application.exemptions.overview.qualifyingBody.detailsOverview.browserTitle	Add another body	Ychwanegwch gorff arall	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.screenReader.link.moreDetail	Give more details for assets left to a spouse or civil partner	Rhowch ragor o fanylion ar gyfer asedion a adawyd i briod neu bartner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.assetLeftToPartner.browserTitle	Any assets left to partner	Unrhyw asedion a adawyd i bartner	English not updated. Welsh updated.
iht.estateReport.exemptions.qualifyingBodies.returnToAssetsLeftToQualifyingBody	Return to add another qualifying body	Yn ôl i ychwanegwch gorff cymwys arall	English not updated. Welsh updated.
iht.estateReport.exemptions.partner.returnToAssetsLeftToSpouse	Return to assets left to a spouse or civil partner	Yn ôl i asedion a adawyd i'r priod neu'r partner sifil	English not updated. Welsh updated.
page.iht.application.exemptions.qualifyingBodyOverview.screenreader.ident	Qualifying body {0}.	Corff cymwys {0}.	English not updated. Welsh updated.
page.iht.exemptions.title	Exemptions	Eithriadau	English not updated. Welsh updated.
page.iht.application.charity.edit.screenReader	Change any of the details you have given for {0} (charity {1})	Newidiwch unrhyw fanylion a roddwyd gennych ar gyfer {0} (elusen {1})	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.screenReader.value	The value of assets left to a spouse or civil partner is £{0}	Cyfanswm yr asedion a adawyd i briod neu bartner sifil yw £{0}	English not updated. Welsh updated.
page.iht.application.exemptions.overview.charity.screenReader.value	The value of assets left to charities is £{0}	Swm yr asedion a adawyd i elusennau yw £{0}	English not updated. Welsh updated.
pdf.exemption.charity	Charity	Elusen	English not updated. Welsh updated.
page.iht.application.exemptions.overview.partner.screenReader.noValue	You have not given a value for assets left to a spouse or civil partner	Nid ydych wedi rhoi swm ar gyfer asedion a adawyd i briod neu bartner sifil	English not updated. Welsh updated.
page.iht.application.qualifyingbodies.add.valuetext	Total value of assets the qualifying body received	Cyfanswm yr asedion a gafodd y corff cymwys	English not updated. Welsh updated.
page.iht.application.exemptions.assetsLeftToQualifyingBody.browserTitle	Any assets left to other body	Unrhyw asedion a adawyd i gorff arall	English not updated. Welsh updated.
page.iht.application.charity.add.registerednumber.helptext.link	the charity register.	y gofrestr elusennau.	English not updated. Welsh updated.
